tweet_id,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,favorite_count,retweet_count,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,text,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls,rating_numerator,rating_denominator,name,dog_group
666353288456101888,https://pbs.twimg.com/media/CT9cx0tUEAAhNN_.jpg,1,Malamute,0.3368739999999999,True,Siberian husky,0.147655,True,Eskimo dog,0.0934123999999999,True,178.0,56.0,,,,,,,,,,,,,
666362758909284353,https://pbs.twimg.com/media/CT9lXGsUcAAyUFt.jpg,1,Guinea pig,0.996496,False,Skunk,0.00240245,False,Hamster,0.000460863,False,648.0,466.0,,,,,,,,,,,,,
666373753744588802,https://pbs.twimg.com/media/CT9vZEYWUAAlZ05.jpg,1,Soft-coated wheaten terrier,0.326467,True,Afghan hound,0.259551,True,Briard,0.206803,True,162.0,73.0,,,,,,,,,,,,,
666396247373291520,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg,1,Chihuahua,0.978108,True,Toy terrier,0.00939697,True,Papillon,0.00457681,True,147.0,68.0,,,,,,,,,,,,,
666407126856765440,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,1,Black-and-tan coonhound,0.529139,True,Bloodhound,0.24422,True,Flat-coated retriever,0.17381,True,93.0,30.0,,,,,,,,,,,,,
666411507551481857,https://pbs.twimg.com/media/CT-RugiWIAELEaq.jpg,1,Coho,0.40464,False,Barracouta,0.271485,False,Gar,0.189945,False,371.0,261.0,,,,,,,,,,,,,
666418789513326592,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,1,Toy terrier,0.14968,True,Papillon,0.148258,True,Chihuahua,0.14286,True,107.0,39.0,,,,,,,,,,,,,
666421158376562688,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,1,Blenheim spaniel,0.906777,True,Cocker spaniel,0.0903464,True,Shih-tzu,0.00111687,True,272.0,90.0,,,,,,,,,,,,,
666428276349472768,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg,1,Pembroke,0.371361,True,Chow,0.249394,True,Pomeranian,0.241878,True,139.0,67.0,,,,,,,,,,,,,
666430724426358785,https://pbs.twimg.com/media/CT-jNYqW4AAPi2M.jpg,1,Llama,0.505184,False,Irish terrier,0.104109,True,Dingo,0.0620712,False,276.0,159.0,,,,,,,,,,,,,
666435652385423360,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg,1,Chesapeake bay retriever,0.18413,True,Chain saw,0.0567753,False,Power drill,0.0367634,False,137.0,41.0,,,,,,,,,,,,,
666437273139982337,https://pbs.twimg.com/media/CT-pKmRWIAAxUWj.jpg,1,Chihuahua,0.6718529999999999,True,Beagle,0.12468,True,Saluki,0.0440941999999999,True,106.0,40.0,,,,,,,,,,,,,
666447344410484738,https://pbs.twimg.com/media/CT-yU5QWwAEjLX5.jpg,1,Curly-coated retriever,0.322084,True,Giant schnauzer,0.287955,True,Labrador retriever,0.166331,True,90.0,19.0,,,,,,,,,,,,,
666454714377183233,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg,1,Dalmatian,0.278954,True,Labrador retriever,0.237612,True,Great pyrenees,0.171106,True,446.0,179.0,,,,,,,,,,,,,
666644823164719104,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,1,Ibizan hound,0.0443334,True,Pembroke,0.0432093,True,West highland white terrier,0.0389056,True,207.0,68.0,,,,,,,,,,,,,
666649482315059201,https://pbs.twimg.com/media/CUBqKnLWwAA5OQB.jpg,1,Border collie,0.4478029999999999,True,English springer,0.170497,True,Collie,0.139206,True,992.0,522.0,,,,,,,,,,,,,
666691418707132416,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,1,German shepherd,0.975401,True,Beagle,0.00868727,True,Bloodhound,0.00539404,True,160.0,41.0,,,,,,,,,,,,,
666701168228331520,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,1,Labrador retriever,0.887707,True,Chihuahua,0.029307,True,French bulldog,0.0207563,True,371.0,181.0,,,,,,,,,,,,,
666739327293083650,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,1,Miniature poodle,0.546933,True,Cocker spaniel,0.1652549999999999,True,Toy poodle,0.0959589,True,207.0,59.0,,,,,,,,,,,,,
666776908487630848,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,1,Seat belt,0.375057,False,Miniature pinscher,0.167175,True,Chihuahua,0.0869506,True,303.0,148.0,,,,,,,,,,,,,
666781792255496192,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,1,Italian greyhound,0.618316,True,Weimaraner,0.151363,True,Vizsla,0.0859891,True,324.0,168.0,,,,,,,,,,,,,
666786068205871104,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,1,Snail,0.999888,False,Slug,5.51417e-05,False,Acorn,2.6258e-05,False,656.0,408.0,,,,,,,,,,,,,
666804364988780544,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,1,English setter,0.328792,True,Brittany spaniel,0.283545,True,Ibizan hound,0.0574615,True,206.0,78.0,,,,,,,,,,,,,
666817836334096384,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,1,Miniature schnauzer,0.496953,True,Standard schnauzer,0.285276,True,Giant schnauzer,0.0737636999999999,True,442.0,209.0,,,,,,,,,,,,,
666826780179869698,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,1,Maltese dog,0.359383,True,Teddy,0.148759,False,West highland white terrier,0.1060069999999999,True,218.0,78.0,,,,,,,,,,,,,
666835007768551424,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,1,Airedale,0.448459,True,Toy poodle,0.12403,True,Teddy,0.1101829999999999,False,183.0,65.0,,,,,,,,,,,,,
666837028449972224,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,1,Triceratops,0.442113,False,Armadillo,0.114071,False,Common iguana,0.0432553,False,702.0,467.0,,,,,,,,,,,,,
666983947667116034,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg,1,Swab,0.589446,False,Chain saw,0.190142,False,Wig,0.0345097,False,2235.0,841.0,,,,,,,,,,,,,
666996132027977728,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,1,Hay,0.507637,False,Rottweiler,0.0624899,True,Water buffalo,0.0484246999999999,False,213.0,78.0,,,,,,,,,,,,,
667012601033924608,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,1,Hyena,0.98723,False,African hunting dog,0.0126007999999999,False,Coyote,5.7350100000000005e-05,False,393.0,185.0,,,,,,,,,,,,,
667044094246576128,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,1,Golden retriever,0.765266,True,Labrador retriever,0.206694,True,Seat belt,0.0106669,False,162.0,43.0,,,,,,,,,,,,,
667062181243039745,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,1,Chesapeake bay retriever,0.825678,True,Vizsla,0.090998,True,Kelpie,0.0229562,True,192.0,45.0,,,,,,,,,,,,,
667065535570550784,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg,1,Jigsaw puzzle,0.560001,False,Doormat,0.1032589999999999,False,Space heater,0.042568,False,143.0,40.0,,,,,,,,,,,,,
667073648344346624,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,1,Chihuahua,0.4836819999999999,True,Pug,0.0924938999999999,True,Brabancon griffon,0.0574954,True,351.0,103.0,,,,,,,,,,,,,
667090893657276420,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,1,Chihuahua,0.959514,True,Italian greyhound,0.00537015,True,Pomeranian,0.00264133,True,286.0,105.0,,,,,,,,,,,,,
667119796878725120,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,1,Pembroke,0.741563,True,Chihuahua,0.0578659,True,Toy poodle,0.0391250999999999,True,284.0,105.0,,,,,,,,,,,,,
667138269671505920,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,1,West highland white terrier,0.747713,True,Samoyed,0.2436289999999999,True,Toy poodle,0.00180397,True,3996.0,1861.0,,,,,,,,,,,,,
667152164079423490,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,1,Toy poodle,0.535411,True,Pomeranian,0.087544,True,Miniature poodle,0.06205,True,42122.0,14561.0,,,,,,,,,,,,,
667160273090932737,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,1,Golden retriever,0.471351,True,Miniature poodle,0.0919921,True,Standard poodle,0.0873853999999999,True,218.0,50.0,,,,,,,,,,,,,
667165590075940865,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,1,Miniature pinscher,0.140173,True,Rottweiler,0.134094,True,Beagle,0.0818998,True,2373.0,964.0,,,,,,,,,,,,,
667171260800061440,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,1,Giant schnauzer,0.8412649999999999,True,Lakeland terrier,0.0527442,True,Irish water spaniel,0.0344017,True,186.0,71.0,,,,,,,,,,,,,
667174963120574464,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,1,Toy poodle,0.266437,True,Chihuahua,0.243223,True,Bluetick,0.0728063,True,218.0,69.0,,,,,,,,,,,,,
667176164155375616,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,1,Soft-coated wheaten terrier,0.318981,True,Lakeland terrier,0.215218,True,Toy poodle,0.106014,True,524.0,385.0,,,,,,,,,,,,,
667177989038297088,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,1,Vizsla,0.2592489999999999,True,Chesapeake bay retriever,0.176293,True,Weimaraner,0.112369,True,164.0,48.0,,,,,,,,,,,,,
667182792070062081,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,1,Golden retriever,0.949892,True,Irish setter,0.0105638,True,Chesapeake bay retriever,0.00582141,True,12492.0,5248.0,,,,,,,,,,,,,
667188689915760640,https://pbs.twimg.com/media/CUJUk2iWUAAVtOv.jpg,1,Vacuum,0.33583,False,Swab,0.265278,False,Toilet tissue,0.140703,False,642.0,328.0,,,,,,,,,,,,,
667192066997374976,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,1,Rottweiler,0.28364,True,Miniature pinscher,0.148112,True,Black-and-tan coonhound,0.0955848,True,332.0,86.0,,,,,,,,,,,,,
667200525029539841,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,1,Siberian husky,0.694904,True,Malamute,0.232006,True,Eskimo dog,0.0506351,True,542.0,227.0,,,,,,,,,,,,,
667211855547486208,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,1,Golden retriever,0.462556,True,Labrador retriever,0.454937,True,Kuvasz,0.0241933,True,425.0,209.0,,,,,,,,,,,,,
667369227918143488,https://pbs.twimg.com/media/CUL4xR9UkAEdlJ6.jpg,1,Teddy,0.709545,False,Bath towel,0.1272849999999999,False,Christmas stocking,0.0285675,False,328.0,142.0,,,,,,,,,,,,,
667393430834667520,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,1,Papillon,0.557009,True,Border collie,0.271963,True,Collie,0.0734729,True,168.0,50.0,,,,,,,,,,,,,
667405339315146752,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,1,Saint bernard,0.381377,True,Leonberg,0.127998,True,Golden retriever,0.0693568,True,410.0,194.0,,,,,,,,,,,,,
667435689202614272,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,1,Rottweiler,0.999091,True,Miniature pinscher,0.000450355,True,Black-and-tan coonhound,0.00015714,True,267.0,76.0,,,,,,,,,,,,,
667437278097252352,https://pbs.twimg.com/media/CUM2qWaWoAUZ06L.jpg,1,Porcupine,0.989154,False,Bath towel,0.00630049,False,Badger,0.00096634,False,396.0,197.0,,,,,,,,,,,,,
667443425659232256,https://pbs.twimg.com/media/CUM8QZwW4AAVsBl.jpg,1,Goose,0.980815,False,Drake,0.00691777,False,Hen,0.00525517,False,681.0,486.0,,,,,,,,,,,,,
667453023279554560,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg,1,Labrador retriever,0.8256700000000001,True,French bulldog,0.0566394,True,Staffordshire bullterrier,0.0540183999999999,True,279.0,73.0,,,,,,,,,,,,,
667455448082227200,https://pbs.twimg.com/media/CUNHMXTU8AAS3HH.jpg,1,Tibetan terrier,0.676376,True,Irish terrier,0.0549334,True,Yorkshire terrier,0.0405755,True,171.0,53.0,,,,,,,,,,,,,
667470559035432960,https://pbs.twimg.com/media/CUNU78YWEAECmpB.jpg,1,Toy poodle,0.304175,True,Pug,0.223427,True,Lakeland terrier,0.0733164999999999,True,225.0,85.0,,,,,,,,,,,,,
667491009379606528,https://pbs.twimg.com/media/CUNniSlUYAEj1Jl.jpg,1,Borzoi,0.852088,True,Ice bear,0.132264,False,Weasel,0.00572998,False,456.0,189.0,,,,,,,,,,,,,
667495797102141441,https://pbs.twimg.com/media/CUNr4-7UwAAg2lq.jpg,1,Chihuahua,0.143957,True,Christmas stocking,0.1186509999999999,False,Ski mask,0.0924817,False,457.0,231.0,,,,,,,,,,,,,
667502640335572993,https://pbs.twimg.com/media/CUNyHTMUYAAQVch.jpg,1,Labrador retriever,0.996709,True,Golden retriever,0.00168821,True,Beagle,0.0007116669999999,True,484.0,193.0,,,,,,,,,,,,,
667509364010450944,https://pbs.twimg.com/media/CUN4Or5UAAAa5K4.jpg,1,Beagle,0.636169,True,Labrador retriever,0.119256,True,Golden retriever,0.0825491999999999,True,6033.0,1856.0,,,,,,,,,,,,,
667517642048163840,https://pbs.twimg.com/media/CUN_wiBUkAAakT0.jpg,1,Italian greyhound,0.125176,True,Standard poodle,0.0845715,True,Cocker spaniel,0.0813469,True,331.0,165.0,,,,,,,,,,,,,
667524857454854144,https://pbs.twimg.com/media/CUOGUfJW4AA_eni.jpg,1,Hare,0.447893,False,Dhole,0.0924353,False,Chesapeake bay retriever,0.0881223999999999,True,1496.0,963.0,,,,,,,,,,,,,
667530908589760512,https://pbs.twimg.com/media/CUOL0uGUkAAx7yh.jpg,1,Golden retriever,0.633037,True,Kuvasz,0.146391,True,Labrador retriever,0.0461837,True,409.0,206.0,,,,,,,,,,,,,
667534815156183040,https://pbs.twimg.com/media/CUOPYI5UcAAj_nO.jpg,1,Pembroke,0.435254,True,Cardigan,0.307407,True,Cocker spaniel,0.0331583,True,715.0,443.0,,,,,,,,,,,,,
667538891197542400,https://pbs.twimg.com/media/CUOTFZOW4AABsfW.jpg,1,Yorkshire terrier,0.618957,True,Silky terrier,0.300313,True,Australian terrier,0.053412,True,175.0,58.0,,,,,,,,,,,,,
667544320556335104,https://pbs.twimg.com/media/CUOYBbbWIAAXQGU.jpg,1,Pomeranian,0.412893,True,Pembroke,0.312958,True,Chihuahua,0.0719604,True,760.0,456.0,,,,,,,,,,,,,
667546741521195010,https://pbs.twimg.com/media/CUOaOWXWcAA0_Jy.jpg,1,Toy poodle,0.787424,True,Miniature poodle,0.202225,True,Teddy,0.00404722,False,303.0,106.0,,,,,,,,,,,,,
667549055577362432,https://pbs.twimg.com/media/CUOcVCwWsAERUKY.jpg,1,Electric fan,0.984377,False,Spotlight,0.00773671,False,Lampshade,0.00190123,False,5086.0,1942.0,,,,,,,,,,,,,
667550882905632768,https://pbs.twimg.com/media/CUObvUJVEAAnYPF.jpg,1,Web site,0.998258,False,Dishwasher,0.000201084,False,Oscilloscope,0.000141736,False,0.0,25.0,,,,,,,,,,,,,
667550904950915073,https://pbs.twimg.com/media/CUOb_gUUkAACXdS.jpg,1,Web site,0.999335,False,Vizsla,8.10632e-05,True,Collie,6.915899999999999e-05,True,0.0,28.0,,,,,,,,,,,,,
667724302356258817,https://pbs.twimg.com/media/CUQ7tv3W4AA3KlI.jpg,1,Ibex,0.6190979999999999,False,Bighorn,0.125119,False,Ram,0.0746732,False,422.0,266.0,,,,,,,,,,,,,
667728196545200128,https://pbs.twimg.com/media/CUQ_QahUAAAVQjn.jpg,1,Kuvasz,0.360159,True,Golden retriever,0.293744,True,Labrador retriever,0.270673,True,323.0,126.0,,,,,,,,,,,,,
667766675769573376,https://pbs.twimg.com/media/CURiQMnUAAAPT2M.jpg,1,Fire engine,0.8834930000000001,False,Tow truck,0.0747338999999999,False,Jeep,0.0127726,False,371.0,185.0,,,,,,,,,,,,,
667773195014021121,https://pbs.twimg.com/media/CURoLrOVEAAaWdR.jpg,1,West highland white terrier,0.360465,True,Pug,0.0934941,True,Ice bear,0.0690382,False,203.0,44.0,,,,,,,,,,,,,
667782464991965184,https://pbs.twimg.com/media/CURwm3cUkAARcO6.jpg,1,Lorikeet,0.466149,False,Hummingbird,0.083011,False,African grey,0.0542474,False,362.0,210.0,,,,,,,,,,,,,
667793409583771648,https://pbs.twimg.com/media/CUR6jqVWsAEgGot.jpg,1,Dalmatian,0.5350729999999999,True,English setter,0.451219,True,Great dane,0.00816361,True,605.0,286.0,,,,,,,,,,,,,
667801013445750784,https://pbs.twimg.com/media/CUSBemVUEAAn-6V.jpg,1,Flat-coated retriever,0.508392,True,Chesapeake bay retriever,0.262239,True,Curly-coated retriever,0.0489198,True,282.0,81.0,,,,,,,,,,,,,
667806454573760512,https://pbs.twimg.com/media/CUSGbXeVAAAgztZ.jpg,1,Toyshop,0.253089,False,Chihuahua,0.187155,True,Brabancon griffon,0.112799,True,926.0,416.0,,,,,,,,,,,,,
667832474953625600,https://pbs.twimg.com/media/CUSeGFNW4AAyyHC.jpg,1,Miniature pinscher,0.2142,True,Bath towel,0.146789,False,Chihuahua,0.104152,True,255.0,54.0,,,,,,,,,,,,,
667861340749471744,https://pbs.twimg.com/media/CUS4WJ-UsAEJj10.jpg,1,Malamute,0.967275,True,Siberian husky,0.0161675,True,Eskimo dog,0.0112774,True,222.0,69.0,,,,,,,,,,,,,
667866724293877760,https://pbs.twimg.com/media/CUS9PlUWwAANeAD.jpg,1,Jigsaw puzzle,1.0,False,Prayer rug,1.0113000000000001e-08,False,Doormat,1.7401699999999998e-10,False,2705.0,898.0,,,,,,,,,,,,,
667873844930215936,https://pbs.twimg.com/media/CUTDtyGXIAARxus.jpg,1,Common iguana,0.999647,False,Frilled lizard,0.00018115,False,African chameleon,0.000128357,False,550.0,338.0,,,,,,,,,,,,,
667878741721415682,https://pbs.twimg.com/media/CUTILFiWcAE8Rle.jpg,1,Seat belt,0.200373,False,Miniature pinscher,0.106003,True,Schipperke,0.1047329999999999,True,347.0,100.0,,,,,,,,,,,,,
667885044254572545,https://pbs.twimg.com/media/CUTN5V4XAAAIa4R.jpg,1,Malamute,0.0885297,True,Golden retriever,0.0874986,True,Muzzle,0.0750077,False,729.0,398.0,,,,,,,,,,,,,
667886921285246976,https://pbs.twimg.com/media/CUTPnPCW4AI7R0y.jpg,1,Pomeranian,0.8004319999999999,True,Pekinese,0.168445,True,Chihuahua,0.00894952,True,1645.0,906.0,,,,,,,,,,,,,
667902449697558528,https://pbs.twimg.com/media/CUTdvAJXIAAMS4q.jpg,1,Norwegian elkhound,0.298881,True,Malamute,0.279479,True,Eskimo dog,0.198428,True,754.0,333.0,,,,,,,,,,,,,
667911425562669056,https://pbs.twimg.com/media/CUTl5m1WUAAabZG.jpg,1,Frilled lizard,0.257695,False,Ox,0.2351599999999999,False,Triceratops,0.0853169,False,429.0,245.0,,,,,,,,,,,,,
667915453470232577,https://pbs.twimg.com/media/CUTpj-GWcAATc6A.jpg,1,Leatherback turtle,0.452517,False,Boxer,0.196655,True,Terrapin,0.160983,False,184.0,46.0,,,,,,,,,,,,,
667924896115245057,https://pbs.twimg.com/media/CUTyJpHWcAATl0O.jpg,1,Labrador retriever,0.209051,True,Hog,0.20398,False,Newfoundland,0.165914,True,264.0,95.0,,,,,,,,,,,,,
667937095915278337,https://pbs.twimg.com/media/CUT9PuQWwAABQv7.jpg,1,Hamster,0.172078,False,Guinea pig,0.0949242,False,Band aid,0.0599952,False,1111.0,686.0,,,,,,,,,,,,,
668113020489474048,https://pbs.twimg.com/media/CUWdPsqWcAERQVv.jpg,1,Pembroke,0.548896,True,Cardigan,0.191101,True,Collie,0.0598140999999999,True,580.0,207.0,,,,,,,,,,,,,
668142349051129856,https://pbs.twimg.com/media/CUW37BzWsAAlJlN.jpg,1,Angora,0.918834,False,Hen,0.0377934,False,Wood rabbit,0.0110149,False,507.0,239.0,,,,,,,,,,,,,
668154635664932864,https://pbs.twimg.com/media/CUXDGR2WcAAUQKz.jpg,1,Arctic fox,0.473584,False,Wallaby,0.261411,False,White wolf,0.0809478,False,438.0,272.0,,,,,,,,,,,,,
668171859951755264,https://pbs.twimg.com/media/CUXSwy8W4AA6uet.jpg,1,Chihuahua,0.664834,True,Cowboy boot,0.0603429999999999,False,Giant panda,0.0598375,False,424.0,161.0,,,,,,,,,,,,,
668190681446379520,https://pbs.twimg.com/media/CUXj4SgXAAETlu6.jpg,1,Blenheim spaniel,0.958402,True,Cocker spaniel,0.0267642999999999,True,Welsh springer spaniel,0.00778991,True,574.0,171.0,,,,,,,,,,,,,
668204964695683073,https://pbs.twimg.com/media/CUXw3qHWoAAk8HJ.jpg,1,Labrador retriever,0.65518,True,Golden retriever,0.107884,True,Chesapeake bay retriever,0.0658347,True,487.0,171.0,,,,,,,,,,,,,
668221241640230912,https://pbs.twimg.com/media/CUX_rAyWsAYZOQ5.jpg,1,Chow,0.395101,True,Golden retriever,0.372115,True,Labrador retriever,0.148785,True,452.0,168.0,,,,,,,,,,,,,
668226093875376128,https://pbs.twimg.com/media/CUYEFlQXAAUkPGm.jpg,1,Trombone,0.390339,False,Cornet,0.3141489999999999,False,French horn,0.255182,False,246.0,85.0,,,,,,,,,,,,,
668237644992782336,https://pbs.twimg.com/media/CUYOl0kW4AAVe_p.jpg,1,Chow,0.8093199999999999,True,Minivan,0.0713106999999999,False,Pekinese,0.0378695999999999,True,5421.0,2411.0,,,,,,,,,,,,,
668248472370458624,https://pbs.twimg.com/media/CUYYcMfXAAAixe7.jpg,1,Chihuahua,0.7345470000000001,True,Miniature pinscher,0.0682943999999999,True,Toy terrier,0.0463671,True,839.0,406.0,,,,,,,,,,,,,
